TIC,Star Name,Planet Name,Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star TESS Mag,Star RA,Star Dec,TFOPWG Disposition,Creation Date,Planet Radius [Re],Planet Radius Error Lower [Re],Planet Radius Error Upper [Re],Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hr],Transit Duration Error Lower [hr],Transit Duration Error Upper [hr],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Rp/Rs,TOI Disposition,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Updated,Public Comment,Sectors,FP_Flag,Known,EB,VS,NASA PC,Assumed Parameters,Star Mass [Ms],Star Metallicity,Star V Mag,Star T Mag,Star J Mag,Star H Mag,Star Ks Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Mass Flag,Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Me],Planet Mass [Mjup],Planet Mass Error Upper [Mjup],Planet Mass Error Lower [Mjup],Planet Radius [Rjup],Planet Radius Error Upper [Rjup,Planet Radius Error Lower [Rjup],Planet Semi-major Axis [au],Planet Semi-major Axis [m],a/Rs,Eccentricity,Inclination,Periastron,Impact Parameter,Planet Albedo,Heat Redistribution Factor,Mean Molecular Weight,Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Transit Duration T14 [s],Eclipse Duration E14 [s],Planet Insolation Flux [W/m2],Planet Insolation Flux [Earth],Eclipse Mid Time,Available Transits,Available Eclipses,Planet Temperature [K],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
117789567,TOI-1149,TOI-1149.01,13079,-1310.6,1310.6,2.957928141,,,,,,632.553,-22.148,22.148,7.9172,300.774016,26.892025,APC,03/09/2019 15:31,23.00254362,,,2459770.331,-0.000408,0.000408,0.508294171,-0.007031139,0.007031139,2.3817612,-0.0281677,0.0281677,2.3202418,-6.14E-05,6.14E-05,0.071294752,PC,3,4,3,3,4,4,4,2019-09-03 15:31:11+00:00,2022-10-05 12:37:39.571000+00:00,TFOP APC; possible chromaticity; variable hot star; likely too large (B8 host star with no stellar radius); possibly synchronized,"[14, 41, 54]",0,0,0,0,TRUE,"Star Radius, Star Mass, ",4.18844,,7.87,7.9172,7.921,8.027,8.017,8.005,8.063,8.078,TRUE,195.83,-114.52,274.8,0.864617493,0.616150086,-0.360320216,2.052153016,,,0.055292875,8271696324,4.019619639,0,90,0,0,0.2,0.8,2.3,51.1,36.4,21.3,8574.34032,8574.34032,102687060.2,75440.06473,2459771.491,227,227,4612.825886,1,1,2,1,1,2,Either,1,1,2,0,0,0,3
13419950,TOI-1162,TOI-1162.01,8422,-979.1,979.1,2.030414432,,,,,,348.481,-6.6785,6.6785,9.65306,305.289344,41.462366,PC,03/09/2019 15:31,12.54780864,,,2460544.816,-0.000763,0.000763,0.321,-0.000317906,0.000317906,3.255,-0.633,0.633,7.3166682,-6.30E-06,6.30E-06,0.056656862,PC,3,4,3,3,4,4,4,2019-09-03 15:31:12+00:00,2024-11-13 21:42:04.175000+00:00,visual binary; no stellar radius but likely ~2 Rsun,"[14, 15, 41, 75, 81, 82]",0,0,0,0,TRUE,"Star Radius, Star Mass, ",2.153692308,,9.803,9.65306,9.155,9.019,9.005,8.955,8.987,8.611,TRUE,676.39,-259.93,420.71,1.323701693,2.128160938,-0.81783124,1.119442432,,,0.095269982,14252186520,10.08961983,0,90,0,0,0.2,0.8,2.3,83.1,133.6,51.3,11718,11718,2801716.505,2058.30875,2460548.474,104,107,1874.834074,11,117,233,1,9,18,Eclipse,1,9,18,0,0,0,2
375542276,TOI-1163,TOI-1163.01,8430,-708.9,708.9,2.033168311,,,,,,148.342,-6.8725,6.8725,9.47751,294.091757,19.639255,PC,03/09/2019 15:31,15.20913915,,,2459441.801,-0.000285,0.000285,0.470328443,-0.004073525,0.004073525,2.6914319,-0.0200471,0.0200471,3.0771612,-1.30E-06,1.30E-06,0.068580496,PC,3,4,3,3,4,4,4,2019-09-03 15:31:12+00:00,2024-05-16 15:02:49.093000+00:00,,"[14, 40, 41, 54]",0,0,0,0,TRUE,"Star Radius, Star Mass, ",2.159230769,,9.535,9.47751,9.18,9.153,9.082,9.064,9.102,9.042,TRUE,464.99,-206,368.05,1.158014804,1.463022154,-0.648148484,1.356870844,,,0.05352315,8006949213,5.660720844,0,90,0,0,0.2,0.8,2.3,96.9,122.3,54.2,9689.15484,9689.15484,8934699.544,6563.965418,2459443.34,155,154,2505.397892,1,4,8,1,1,1,Eclipse,1,1,1,0,0,0,3
230088370,TOI-1176,TOI-1176.01,6612,-83.3,83.3,1.57435,-0.07,0.07,4.18374,-0.09,0.09,295.561,-1.773,1.773,10.1772,247.35668,71.505873,PC,27/08/2019 16:09,13.48883834,-0.537652,0.537652,2460544.387,-0.000286,0.000286,0.617,-0.0026305,0.0026305,5.759,-0.04,0.04,14.0077738,-4.80E-06,4.80E-06,0.078549348,PC,3,4,3,3,4,4,4,2019-08-27 16:09:26+00:00,2024-11-14 11:22:43.264000+00:00,variable fast rotating host,"[14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 73, 74, 75, 76, 77, 78, 79, 80]",0,0,0,0,TRUE,,1.38,,10.591,10.1772,9.761,9.565,9.521,9.495,9.517,9.448,TRUE,597.95,-239.9,400.24,1.259295871,1.881361098,-0.754809813,1.203395622,0.047966181,-0.047966181,0.126648351,18946323680,17.29822974,0,90,0,0,0.2,0.8,2.3,85.7,127.9,51.3,20732.4,20732.4,362022.1122,265.9631265,2460551.391,88,88,1124.131239,7,69,136,2,13,25,Eclipse,2,13,25,0,0,0,2
278683844,TOI-119,TOI-119.01,5130,-184,184,0.819657,-0.05,0.05,4.5453,-0.272717,0.272717,66.6187,-0.1003,0.1003,9.2789,99.238421,-58.016153,PC,07/05/2019 17:42,2.249389618,-0.124447,0.124447,2460189.428,-0.000895,0.000895,0.0633,-0.00117683,0.00117683,2.467,-0.438,0.438,5.5411114,-4.60E-06,4.60E-06,0.025159491,PC,2,4,1,1,4,4,4,2019-05-07 17:42:41+00:00,2023-10-16 17:53:17.003000+00:00,Potential multi; slight depth aperture correlation with no offset,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65, 66, 67, 68]",0,0,0,0,TRUE,,0.86,,10.07,9.2789,8.539,8.125,8.032,7.972,8.045,7.982,TRUE,4.06,-2.74,8.46,0.026618137,0.012774189,-0.008621004,0.200677445,0.011102437,-0.011102437,0.058277744,8718226395,15.28882069,0,90,0,0,0.2,0.8,2.3,3.4,1.6,1.1,8881.2,8881.2,167842.1772,123.3069161,2460192.199,224,225,927.7166984,10,91,179,175,920,1895,Transit,10,91,179,0,0,0,1
69068526,TOI-1196,TOI-1196.01,6689,-154.1,154.1,2.05935,-0.1,0.1,3.96198,-0.09,0.09,424.442,-10.406,10.406,10.4318,291.707693,17.808736,PC,03/09/2019 15:31,16.49131267,-4.37239,4.37239,2459785.498,-0.000914,0.000914,0.539,-0.0360176,0.0360176,2.517,-0.394,0.394,5.5376617,-9.50E-06,9.50E-06,0.073416619,PC,3,4,3,3,4,4,4,2019-09-03 15:31:11+00:00,2024-05-16 14:24:01.215000+00:00,multiple stars in pixel; evolved host,"[14, 40, 54]",0,0,0,0,TRUE,,1.417,,10.922,10.4318,9.734,9.551,9.557,9.283,9.267,9.377,TRUE,387.47,-182.07,346.2,1.089267016,1.219116957,-0.572856284,1.471258901,0.390079179,-0.390079179,0.068820021,10295328668,7.186013821,0,90,0,0,0.2,0.8,2.3,99.2,111,52.2,9061.2,9061.2,2197266.093,1614.243274,2459788.267,84,85,1764.420821,4,49,98,1,5,10,Eclipse,1,5,10,0,0,0,2
92677094,TOI-1197,TOI-1197.01,7649,-290.1,290.1,2.1241,-0.07,0.07,4.03608,-0.08,0.08,405.634,-6.408,6.408,10.4247,293.26832,15.736136,PC,03/09/2019 15:31,16.38289472,-2.56736,2.56736,2459787.132,-0.00113,0.00113,0.5,-0.0115009,0.0115009,4.744,-0.155,0.155,4.5960377,-9.30E-06,9.30E-06,0.070710678,PC,3,4,3,3,4,4,4,2019-09-03 15:31:11+00:00,2022-11-30 18:24:57.449000+00:00,variable host; multiple stars in pixel,"[14, 40, 54]",0,0,0,0,TRUE,,1.788,,11.079,10.4247,9.82,9.592,9.517,9.433,9.464,9.446,TRUE,391.15,-184.6,348.32,1.095937282,1.230695532,-0.580816554,1.461586482,0.229044912,-0.229044912,0.065674577,9824776940,6.648531591,0,90,0,0,0.2,0.8,2.3,90.9,102.2,48.2,17078.4,17078.4,4389818.062,3225.023271,2459789.43,98,98,2097.619901,1,15,30,1,2,4,Eclipse,1,2,4,0,0,0,2
453260209,TOI-1215,TOI-1215.01,3693,-68,68,0.518,-0.077,0.077,4.75718,-0.346969,0.346969,34.6633,-0.02245,0.02245,10.42,146.87585,-77.296816,PC,26/08/2019 21:37,1.265043521,-0.99191,0.99191,2458570.396,-0.000766,0.000766,0.050129117,-0.004489801,0.004489801,0.9984653,-0.2061285,0.2061285,1.2124493,-7.20E-06,7.20E-06,0.022389533,PC,2,4,1,1,4,4,4,2019-08-26 21:37:18+00:00,2024-09-06 17:51:56.201000+00:00,visual binary consisting of 2 M dwarfs; high proper motion star,"[10, 11, 12, 37, 38, 39, 64, 65, 66]",0,0,0,0,TRUE,"Star Mass, ",0.469565829,,12.314,10.42,8.383,7.743,7.525,7.346,7.32,7.252,TRUE,1,-0.73,2.55,0.008023197,0.003146352,-0.002296837,0.112859818,0.088492435,-0.088492435,0.017295958,2587438534,7.179898066,0,90,0,0,0.2,0.8,2.3,2.5,1,0.8,3594.47508,3594.47508,204068.0784,149.9206328,2458571.002,1027,1028,974.5523444,9,107,212,176,1253,2330,Transit,9,107,212,0,0,0,1
140760434,TOI-1229,TOI-1229.01,6028.84,-44.1073,44.1073,1.98893,,,3.96199,-0.118683,0.118683,254.584,,,10.779,74.130396,-74.920333,APC,26/08/2019 19:21,23.24391667,-0.0903721,0.0903721,2459970.492,-0.002532,0.002532,1.147937555,-0.005579626,0.005579626,11.2567164,-0.0427885,0.0427885,31.8132264,-4.04E-05,4.04E-05,0.107141848,PC,5,5,5,5,5,5,5,2019-08-26 19:21:32+00:00,2023-07-12 11:39:43.951000+00:00,TFOP APC/SB1,"[11, 12, 13, 28, 29, 30, 31, 32, 33, 34, 35, 36, 61]",0,0,0,0,TRUE,"Star Mass, ",2.070260935,0.0445224,11.321,10.779,10.152,9.898,9.784,9.772,9.809,9.732,TRUE,195.1,-113.92,272.67,0.857915763,0.613853249,-0.358432405,2.073686914,0.008062473,-0.008062473,0.250460058,37468291400,27.07836184,0,90,0,0,0.2,0.8,2.3,33.9,24.2,14.1,40524.17904,40524.17904,102101.6916,75.01001788,2459986.398,38,38,819.2332427,1,2,3,1,5,9,Transit,1,2,3,0,0,0,3
233120979,TOI-1251,TOI-1251.01,5273,,,0.942541,,,4.438,,,185.952,,,10.6479,273.529238,62.858243,APC,17/10/2019 00:30,10.7826938,,,2459759.179,-0.000179,0.000179,1.1,-2.48E-05,2.48E-05,2.951,-0.029,0.029,5.9630544,-1.50E-06,1.50E-06,0.104880885,PC,3,4,3,3,4,4,4,2019-10-17 00:30:12+00:00,2022-10-04 20:00:42.345000+00:00,,"[14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 48, 49, 51, 52]",0,0,0,0,TRUE,"Star Mass, ",0.883241659,,11.513,10.6479,9.925,9.629,9.54,9.523,9.546,9.489,TRUE,476.52,-171.49,268.09,0.843505472,1.499299591,-0.539567881,0.961969162,,,0.061764461,9239831920,14.09100007,0,90,0,0,0.2,0.8,2.3,102.7,182.5,65.7,10623.6,10623.6,220577.1004,162.0491491,2459762.16,208,209,993.2803983,4,53,106,2,14,27,Eclipse,2,14,27,0,0,0,2
288132261,TOI-1258,TOI-1258.01,6124,-126.553,126.553,1.49192,-0.07,0.07,4.15391,-0.0809288,0.0809288,154.944,-0.521,0.521,9.13619,209.484313,79.583322,PC,17/10/2019 00:30,4.384746858,-0.183384,0.183384,2460333.649,-0.002574,0.002574,0.0726,-0.00190249,0.00190249,4.855,-0.798,0.798,10.2613397,-2.91E-05,2.91E-05,0.026944387,PC,3,4,3,3,4,4,4,2019-10-17 00:30:12+00:00,2024-04-01 17:54:14.811000+00:00,possible depth-aperture correlation,"[14, 20, 21, 26, 40, 41, 47, 48, 53, 60, 73, 74]",0,0,0,0,TRUE,,1.157,,9.634,9.13619,8.589,8.378,8.35,8.274,8.315,8.282,TRUE,20.97,-10.44,20.73,0.065223874,0.065978999,-0.032847913,0.391181586,0.016360453,-0.016360453,0.097018823,14513809347,13.98343521,0,90,0,0,0.2,0.8,2.3,5.5,5.6,2.8,17478,17478,407631.5733,299.4705684,2460338.779,109,111,1158.012499,7,49,94,44,231,453,Transit,7,49,94,0,0,0,1
406672232,TOI-1263,TOI-1263.01,5098,-125.822,125.822,0.818229,-0.05,0.05,4.54682,-0.0834493,0.0834493,46.5539,-0.0783,0.0783,8.5325,309.353641,22.654366,PC,17/10/2019 00:30,1.594046142,-0.101085,0.101085,2460557.928,-0.001146,0.001146,0.0319,-0.00169886,0.00169886,1.252,-0.091,0.091,1.0214555,-1.40E-06,1.40E-06,0.017860571,PC,2,4,1,1,4,4,4,2019-10-17 00:30:12+00:00,2024-11-04 20:11:05.687000+00:00,L1 candidate,"[14, 41, 55, 81, 82]",0,0,0,0,TRUE,,0.86,,9.358,8.5325,7.636,7.203,7.102,6.919,7.066,7.032,TRUE,2.05,-1.47,5.2,0.01636103,0.006450021,-0.004625137,0.142211516,0.009018215,-0.009018215,0.018876268,2823849462,4.960719487,0,90,0,0,0.2,0.8,2.3,3.7,1.4,1,4507.2,4507.2,1554825.444,1142.267896,2460558.439,454,454,1618.499235,10,89,174,37,250,487,Transit,10,89,174,0,0,0,1
416195870,TOI-1264,TOI-1264.01,5040,-134.474,134.474,0.974457,-0.06,0.06,4.38482,-0.0895632,0.0895632,141.755,-0.5485,0.5485,10.634,287.242092,57.344126,PC,17/10/2019 00:30,7.989462872,-0.519602,0.519602,2459765.819,-0.000253,0.000253,0.565,-1.82E-05,1.82E-05,1.418,-0.168,0.168,2.7441672,-1.00E-06,1.00E-06,0.075166482,PC,3,4,3,3,4,4,4,2019-10-17 00:30:12+00:00,2022-10-04 19:55:13.083000+00:00,2 stars in pixel,"[14, 15, 16, 17, 19, 20, 22, 23, 25, 26, 40, 41, 47, 49, 50, 52]",0,0,0,0,TRUE,,0.84,,11.471,10.634,9.648,9.258,9.106,8.958,9.034,9.004,TRUE,113.3,-41.06,64.42,0.202687987,0.356481666,-0.129189208,0.712773361,0.046355865,-0.046355865,0.036196607,5414935360,7.987458111,0,90,0,0,0.2,0.8,2.3,33.1,58.1,21,5104.8,5104.8,572877.3822,420.8700367,2459767.191,453,454,1260.988837,1,16,31,2,14,28,Eclipse,2,14,28,0,0,0,2
459969957,TOI-1274,TOI-1274.01,4684,-172.4,172.4,0.80494,-0.06,0.06,4.49986,-0.1,0.1,178.141,-0.957,0.957,11.8994,254.816154,65.747438,PC,17/10/2019 00:30,10.35518241,-0.690442,0.690442,2459736.341,-0.000421,0.000421,1.391,-6.55E-05,6.55E-05,4.215,-0.074,0.074,19.3203478,-1.26E-05,1.26E-05,0.117940663,PC,3,4,3,3,4,4,4,2019-10-17 00:30:12+00:00,2022-10-11 17:09:27.051000+00:00,,"[14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 54, 55]",0,0,0,0,TRUE,,0.747,,12.784,11.8994,10.997,10.505,10.322,10.321,10.398,10.313,TRUE,397.79,-142.28,221.45,0.696759621,1.251587309,-0.447662943,0.923829085,0.061597215,-0.061597215,0.127892983,19132517896,34.16540832,0,90,0,0,0.2,0.8,2.3,64.1,115.1,41.2,15174,15174,23353.01429,17.156523,2459746.001,63,64,566.641764,6,78,157,55,371,708,Transit,6,78,157,0,0,0,1
153949511,TOI-1277,TOI-1277.02,5544,-120.311,120.311,0.857648,-0.04,0.04,4.5609,-0.0776004,0.0776004,100.772,-0.2265,0.2265,9.76775,172.747799,66.796529,PC,15/11/2019 23:57,3.140521106,-0.161429,0.161429,2460319.121,-0.002961,0.002961,0.1127,-0.00527204,0.00527204,3.711,-0.795,0.795,14.8559691,-4.58E-05,4.58E-05,0.033570821,PC,2,4,1,1,4,4,4,2019-11-15 23:57:09+00:00,2024-03-28 14:03:35.094000+00:00,variable host,"[14, 15, 21, 47, 48, 74]",0,0,0,0,TRUE,,0.976,,10.366,9.76775,9.14,8.784,8.725,8.671,8.726,8.676,TRUE,8.97,-5.33,13.23,0.041626235,0.028222776,-0.016770055,0.280179008,0.014401756,-0.014401756,0.117316079,17550235642,29.41384973,0,90,0,0,0.2,0.8,2.3,3.5,2.4,1.4,13359.6,13359.6,61866.64427,45.45094231,2460326.549,44,43,722.8235423,8,74,147,443,2506,4829,Transit,8,74,147,0,0,0,1
230017324,TOI-1280,TOI-1280.01,4665,-128.1,128.1,0.746003,-0.06,0.06,4.56182,-0.0958392,0.0958392,92.4381,-0.1706,0.1706,10.6355,291.465322,61.776153,PC,17/10/2019 00:30,3.490439902,-0.252417,0.252417,2459757.492,-0.001225,0.001225,0.184,-5.94E-05,5.94E-05,2.773,-0.198,0.198,9.692636,-2.08E-05,2.08E-05,0.042895221,PC,2,4,1,1,4,4,4,2019-10-17 00:30:12+00:00,2022-11-15 19:53:48.457000+00:00,two stars in pixel,"[14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52]",0,0,0,0,TRUE,,0.74,,11.5833,10.6355,9.682,9.181,9.107,,,,TRUE,11.71,-6.62,15.26,0.048013329,0.03684378,-0.020828849,0.311396726,0.022519175,-0.022519175,0.080472691,12038543202,23.19590697,0,90,0,0,0.2,0.8,2.3,5.6,4.3,2.4,9982.8,9982.8,49845.48468,36.61947848,2459762.338,127,128,684.9060005,5,59,117,275,1730,3358,Transit,5,59,117,0,0,0,1
198186769,TOI-1291,TOI-1291.01,6229,-123.8,123.8,1.8109,-0.08,0.08,4.00146,-0.08,0.08,428.123,-4.5455,4.5455,10.8722,245.818009,62.925121,PC,17/10/2019 00:30,5.586890268,-0.244184,0.244184,2459734.427,-0.003035,0.003035,0.08,-1.71E-05,1.71E-05,7.668,-0.348,0.348,7.16199,-3.16E-05,3.16E-05,0.028284271,PC,3,4,3,3,4,4,4,2019-10-17 00:30:12+00:00,2023-03-16 14:17:51.321000+00:00,radius may be underestimated due to detrending,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 59]",0,0,0,0,TRUE,,1.2,,11.516,10.8722,10.345,10.114,10.083,10.031,10.077,9.981,TRUE,38.3,-16.46,28.74,0.090426153,0.120505276,-0.051788952,0.498429822,0.021784675,-0.021784675,0.077272984,11559873884,9.17564545,0,90,0,0,0.2,0.8,2.3,8.4,11.3,4.9,27604.8,27604.8,1013368.739,744.48137,2459738.008,173,174,1454.069018,8,96,188,32,234,472,Transit,8,96,188,0,0,0,1
236815160,TOI-1307,TOI-1307.01,5009.6,-67.6,67.6,0.822451828,,,,,,119.8908641,,,10.7967,283.637489,59.763193,APC,17/10/2019 00:30,6.459922676,,,2459764.135,-0.000244,0.000244,0.518528152,-0.003298033,0.003298033,1.978,-0.128,0.128,2.534612,-9.00E-07,9.00E-07,0.072008899,PC,3,4,3,3,4,4,4,2019-10-17 00:30:12+00:00,2023-04-25 13:59:05.742000+00:00,Teff = 5000 + plx = 1.5 indicate subgiant or giant; no stellar parameters; 650 ppm secondary likely too deep to be consistent with planetary companion,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60]",0,0,0,0,TRUE,"Star Radius, Star Mass, Star Distance, ",0.764613333,,11.614,10.7967,10.004,9.531,9.418,9.366,9.44,9.349,TRUE,53.26,-21.05,34.84,0.109618899,0.1675747,-0.066230707,0.57631669,,,0.033269209,4977002796,8.698320604,0,90,0,0,0.2,0.8,2.3,19.5,29.9,11.8,7120.8,7120.8,471509.0141,346.3987622,2459765.402,491,492,1201.075607,1,7,13,2,15,30,Transit,1,7,13,0,0,0,2
240450679,TOI-1322,TOI-1322.01,9917,-475.7,475.7,2.75421,,,3.96291,-0.07,0.07,713.725,-18.6495,18.6495,10.0819,323.527361,46.931774,APC,17/10/2019 00:30,22.86188374,,,2458711.45,-0.00104,0.00104,0.57912,-0.00135921,0.00135921,1.437,-0.263,0.263,3.37644,-0.00031,0.00031,0.076099934,PC,5,5,5,5,5,5,5,2019-10-17 00:30:12+00:00,2019-10-17 00:30:12+00:00,TFOP FP,[15],0,0,0,0,TRUE,,2.54,,10.129,10.0819,9.868,9.862,9.834,9.766,9.802,9.736,TRUE,196.69,-114.69,275.61,0.867166038,0.618855948,-0.360855095,2.039604161,,,0.060103369,8991336034,4.692509653,0,90,0,0,0.2,0.8,2.3,63.1,45,26.3,5173.2,5173.2,24903645.58,18295.70961,2458713.138,211,209,3237.149286,1,6,13,1,3,6,Eclipse,1,3,6,0,0,0,2
233953967,TOI-1350,TOI-1350.01,6415,-152.8,152.8,3.39292,-0.15,0.15,3.48785,-0.09,0.09,598.635,-7.655,7.655,10.3589,305.395161,56.462656,PC,30/10/2019 21:47,19.26588415,-0.874591,0.874591,2459851.288,-0.002676,0.002676,0.271,-0.00915963,0.00915963,7.713,-0.605,0.605,5.5402372,-3.34E-05,3.34E-05,0.05205766,PC,3,4,3,4,4,4,4,2019-10-30 21:47:36+00:00,2023-02-06 13:21:04.288000+00:00,star is a pulsator ,"[14, 15, 16, 41, 55, 56]",0,0,0,0,TRUE,,1.291,,11.028,10.3589,9.792,9.567,9.475,9.427,9.445,9.443,TRUE,263.58,-142.88,311.29,0.979427872,0.829315425,-0.449550755,1.718790014,0.078025917,-0.078025917,0.066737024,9983716722,4.22957399,0,90,0,0,0.2,0.8,2.3,94.9,80.3,43.5,27766.8,27766.8,5365141.759,3941.554475,2459854.059,224,224,2205.633501,2,19,37,1,2,4,Eclipse,1,2,4,0,0,0,2
336740528,TOI-1352,TOI-1352.01,6754,-484.3,484.3,1.9254,,,,,,315.04306,,,10.4209,334.738559,61.148988,APC,30/10/2019 21:47,14.99811692,,,2460604.777,-0.000617,0.000617,0.51,-0.0132337,0.0132337,2.882,-0.176,0.176,5.2958813,-3.50E-06,3.50E-06,0.071414284,PC,3,4,3,3,4,4,4,2019-10-30 21:47:36+00:00,2025-04-30 21:01:15.700000+00:00,TFOP APC/SB2,"[16, 17, 24, 83, 84]",0,0,0,0,TRUE,"Star Mass, ",1.962035565,,10.97,10.4209,9.679,9.423,9.361,9.278,9.313,9.288,TRUE,482.47,-209.49,370.81,1.166698735,1.518020385,-0.659129252,1.338044669,,,0.07445222,11137893598,8.314958651,0,90,0,0,0.2,0.8,2.3,86.8,112.9,49,10375.2,10375.2,1705860.897,1253.227586,2460607.425,183,187,1656.212322,4,47,93,1,4,8,Eclipse,1,4,8,0,0,0,2
277447970,TOI-1361,TOI-1361.01,7050,-166.7,166.7,1.6635,-0.07,0.07,4.18859,-0.09,0.09,339.994,-3.1195,3.1195,10.2202,320.829517,52.8147,PC,30/10/2019 21:47,11.87206043,-0.533092,0.533092,2460608.709,-0.002233,0.002233,0.4281,-0.0210488,0.0210488,2.991,-0.332,0.332,2.237462,-1.16E-05,1.16E-05,0.065429351,PC,3,4,3,3,4,4,4,2019-10-30 21:47:36+00:00,2025-05-06 15:50:29.200000+00:00,rapidly rotating variable host star; multiple stars in pixel,"[15, 16, 56, 57, 76, 77, 83, 84]",0,0,0,0,TRUE,,1.558,,10.42,10.2202,9.832,9.696,9.651,9.449,9.461,9.422,TRUE,705.81,-262.09,417.83,1.3146402,2.22072661,-0.82462736,1.05915611,0.047559364,-0.047559364,0.038821937,5807679165,5.018313722,0,90,0,0,0.2,0.8,2.3,152,256.8,95.4,10767.6,10767.6,5560111.559,4084.790968,2460609.827,435,436,2225.33406,9,109,217,1,3,6,Eclipse,1,3,6,0,0,0,2
26880783,TOI-1364,TOI-1364.01,9598,-143.1,143.1,3.22588,-0.1,0.1,3.80994,-0.06,0.06,595.288,-12.256,12.256,9.2118,293.44357,53.464527,PC,30/10/2019 21:47,10.42620225,-0.312483,0.312483,2460530.035,-0.000501,0.000501,0.0878,-0.00126595,0.00126595,2.034,-0.024,0.024,1.7753644,-1.10E-06,1.10E-06,0.029631065,PC,3,4,3,3,4,4,4,2019-10-30 21:47:36+00:00,2024-11-05 11:41:26.091000+00:00,two stars in pixel; close neighbor TIC 1883302922,"[16, 40, 54, 55, 56, 74, 75, 76, 81, 82]",0,0,0,0,TRUE,,2.45,,9.24,9.2118,9.024,9.005,8.982,8.954,8.977,8.96,TRUE,411.42,-147.06,228.91,0.720231406,1.294472085,-0.462702505,0.930165061,0.027877914,-0.027877914,0.038686137,5787363741,2.578757878,0,90,0,0,0.2,0.8,2.3,66.5,119.6,42.8,7322.4,7322.4,72351485.48,53153.73464,2460530.922,701,702,4226.301383,17,203,406,2,19,38,Eclipse,2,19,38,0,0,0,2
277683130,TOI-138,TOI-138.01,5722,-189,189,1.11119,,,4.35582,-2.00367,2.00367,128.488,,,9.5739,328.926018,-61.673257,APC,05/09/2018 18:51,7.565340469,,,2460175.142,-0.00043,0.00043,0.3896,-0.0223284,0.0223284,1.912,-0.236,0.236,6.1982658,-2.20E-06,2.20E-06,0.062417946,PC,3,4,3,3,4,4,4,2018-09-05 18:51:57+00:00,2023-11-16 16:07:43.766000+00:00,TFOP SB2/APC,"[1, 27, 28, 67, 68]",0,0,0,0,TRUE,"Star Mass, ",1.051180996,,10.221,9.5739,8.95,8.655,8.61,8.515,8.569,8.486,TRUE,85.76,-31.46,49.87,0.156908568,0.269831136,-0.09898423,0.67493563,,,0.067147159,10045071939,12.99399585,0,90,0,0,0.2,0.8,2.3,16.8,28.9,10.6,6883.2,6883.2,359752.5635,264.2957801,2460178.242,84,85,1122.435758,1,11,22,4,26,53,Transit,1,11,22,0,0,0,2
